song,attached_pic,album,artist,avg_frame_rate,bit_rate,bits_per_raw_sample,channel_layout,channels,chroma_location,codec_long_name,codec_name,codec_tag,codec_tag_string,codec_time_base,codec_type,coded_height,coded_width,color_primaries,color_range,color_space,color_transfer,display_aspect_ratio,duration,duration_ts,field_order,filename,format_long_name,format_name,has_b_frames,height,index,level,nb_streams,pix_fmt,probe_score,profile,r_frame_rate,refs,sample_aspect_ratio,sample_fmt,sample_rate,size,start_time,time_base,width,lyricist,composer,lyric,arranger,release_date,distributor,lyric_len
嘻哈空姐,1,跨时代,周杰伦,0/0,322498,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,500.0,383.0,unknown,pc,bt470bg,unknown,383:500,168.881633,15199347,unknown,Jay Chou\跨时代\1511.嘻哈空姐.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,500.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,6808008,0.025056,1/90000,383.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：林迈可

起落架离开地上 空姐亲切的讲

请我打开遮阳板 将安全带系上

接着问是否用餐 需不需要毛毯

而我沉睡在客舱 梦境在我正上方

她没有狐狸脸蛋 竟然可以这么耐看

发香 爱爱爱爱上 醒来在飞机上 座位还在晃

一半 她放慢脚步想我拼命跑想我去追上

我知道 因为 我想

＊她问我 Coffee tea or me(她问我她问我 Coffee tea or me)

我深深倒抽一口气(我深深我深深倒抽一口气)

她身体摆动的频率(她身体她身体摆动的频率)

让我几乎喘不过气(让我几乎让我几乎喘不过气)

我点咖啡不加糖 正对着她品尝

那免税品的包装 诱人像她一样

我决定边走边唱 她的眼神渴望

充满暗示与想像 给予人一种挑战

梦游的初步阶段 我脑海播放了一段

(形状)幻幻幻幻想 醒来在走道上 随节奏在晃

闪亮 她一路翘臀推著那餐车性感的模样

短裙的 弧度 漂亮

Repeat ＊

她问我 Coffee tea or me(她问我她问我 Coffee tea or me)

我张大眼睛在怀疑(我深深我深深倒抽一口气)

厚嘴唇很有吸引力(她身体她身体摆动的频率)

我会不会瞬间麻痺(让我几乎让我几乎喘不过气)",林迈可,2010-05-18,SONY MUSIC,542
霍元甲,0,霍元甲EP,周杰伦,0/0,320029,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,278.31175,3927535416,,Jay Chou\霍元甲EP\0901.霍元甲.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,11133494,0.0,1/14112000,,,,"作词：方文山

作曲：周杰伦

吓 命有几回合 擂台等著 生死状 赢了什么 冷笑着

天下谁的 第一又如何 止干戈 我辈尚武德

我的 拳脚了得 却奈何 徒增虚名一个

江湖难测 谁是强者 谁争一统武林的资格

小城里岁月流过去 清澈的勇气

洗涤过的回忆 我记得你 骄傲的活下去

霍霍 霍霍霍 霍霍霍 霍家拳的套路招式灵活

我我 我我我 我我我 活着生命就该完整渡过

我我 我我我 我我我 过错软弱从来不属于我

霍霍 霍霍霍 霍霍霍 我们精武出手无人能躲

吓 命有几回合 擂台等著 生死状 赢了什么 冷笑着

天下谁的 第一又如何 止干戈 我辈尚武德

我的 拳脚了得 却奈何 徒增虚名一个

江湖难测 谁是强者 谁争一统武林的资格

小城里岁月流过去 清澈的勇气

洗涤过的回忆 我记得你 骄傲的活下去

霍霍 霍霍霍 霍霍霍 霍家拳的套路招式灵活

我我 我我我 我我我 活着生命就该完整渡过

我我 我我我 我我我 过错软弱从来不属于我

霍霍 霍霍霍 霍霍霍 我们精武出手无人能躲

霍霍 霍霍霍 霍霍霍 霍家拳的套路招式灵活

我我 我我我 我我我 活着生命就该完整渡过

我我 我我我 我我我 过错软弱从来不属于我

霍霍 霍霍霍 霍霍霍 我们精武出手无人能躲

霍霍 霍霍霍 霍霍霍 霍家拳的套路招式灵活(小城里岁月流过去)

我我 我我我 我我我 活着生命就该完整渡过(清澈的勇气)

我我 我我我 我我我 过错软弱从来不属于我(洗涤过的回忆我记得你)

霍霍 霍霍霍 霍霍霍 我们精武出手无人能躲(骄傲的活下去~活下去~)",,2006-01-20,SONY MUSIC,676
龙战骑士,1,魔杰座,周杰伦,0/0,321742,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,271.15102,24403592,unknown,Jay Chou\魔杰座\1401.龙战骑士.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,10905107,0.025056,1/90000,357.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

监制：周杰伦

放手一搏令谁都惭愧 迎著风极速在超越

那守门之兽展翼将飞 牠们却没看过蝴蝶

不懂什么叫有花香的季节 什么叫绿草如茵的旷野

所有关于我的传说 全都不对 全部是纸屑 全部要改写

对敌人谦卑 抱歉我不会 而远方龙战于野

咆哮声不自觉 横越过了几条街

我坚决 冲破这一场浩劫 这世界谁被狩猎

谁淌血我却只为 拯救妳的无邪

城墙上我在等魔坠 火燄吞噬无名碑

摧毁却无法击溃 我要爱上谁

废墟怎么被飞雪了解 只能滋长出羊齿蕨

那些仇恨已形成堡垒 我又该怎么去化解

低吼威胁 那些龙形的傀儡 牠们发不出的音叫心碎

惊觉妳啜泣声迂回 如此纯洁 以温柔削铁 以爱在谅解

在末日边陲 纯爱被隔绝 我在危城的交界

目睹妳的一切 锈迹斑斑的眼泪

我坚决 冲破这一场浩劫 这世界谁被狩猎

谁淌血我却只为 拯救妳的无邪

城墙上我在等魔坠 火燄吞噬无名碑

摧毁却无法击溃 我要爱上谁

我坚决 冲破这一场浩劫 这世界谁被狩猎

摧毁却无法击溃 我要爱上谁",,2008-10-14,杰威尔音乐,455
给我一首歌的时间,1,魔杰座,周杰伦,0/0,321863,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,253.622857,22826057,unknown,Jay Chou\魔杰座\1402.给我一首歌的时间.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,10203989,0.025056,1/90000,357.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

编曲：林迈可

监制：周杰伦

雨淋湿了天空 毁得很讲究

妳说妳不懂 为何在这时牵手

我晒干了沉默 悔得很冲动

就算这是做错 也只是怕错过

在一起叫 梦

分开了叫 痛

是不是说 没有做完的梦最痛

迷路的后 果

我能承受 这最后的出口在爱过了才有

能不能给我一首歌的时间

紧紧的把那拥抱变成永远

在我的怀里妳不用害怕失眠

哦 如果妳想忘记我也能失忆

能不能给我一首歌的时间

把故事听到最后才说再见

妳送我的眼泪 让它留在雨天

哦 越过妳划的线我定了勇气 的终点

雨淋湿了天空 毁得很讲究

妳说妳不懂 我为何在这时牵手

我晒干了沉默 悔得很冲动

就算这是做错 也只是怕错过

在一起叫 梦

分开了叫 痛

是不是说 没有做完的梦最痛

迷路的后 果

我能承受 这最后的出口在爱过了才有

能不能给我一首歌的时间

紧紧的把那拥抱变成永远

在我的怀里妳不用害怕失眠

哦 如果妳想忘记我也能失忆

能不能给我一首歌的时间

把故事听到最后才说再见

妳送我的眼泪 让它留在雨天

哦 越过妳划的线我定了勇气 的终点

哦 妳说我不该不该 不该在这时候说了我爱妳

要怎么证明我没有说谎的力气 哦 请告诉我

暂停算不算放弃 我只有一天的回忆

能不能给我一首歌的时间

紧紧的把那拥抱变成永远

在我的怀里妳不用害怕失眠

哦 如果妳想忘记我也能失忆

能不能给我一首歌的时间

把故事听到最后才说再见

妳送我的眼泪 让它留在雨天

哦 越过妳划的线我定了勇气 的终点

妳说我不该不该 不该在这时说了爱妳

要怎么证明我没有力气 告诉我暂停算不算放弃

妳说我不该不该 不该在这时才说爱妳

要怎么证明我没有力气 我只有一天的回忆",林迈可,2008-10-14,杰威尔音乐,753
蛇舞,1,魔杰座,周杰伦,0/0,322702,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,174.811429,15733029,unknown,Jay Chou\魔杰座\1403.蛇舞.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,7051520,0.025056,1/90000,357.0,黄俊郎,周杰伦,"作词：黄俊郎

作曲：周杰伦

编曲：黄雨勋

监制：周杰伦

尼罗河悄悄 漫过纸莎草

蜿蜒像一袭不带感情的纱袍

而妳穿上后转身为我舞蹈

为寂寥的大地舞一场惊叹号

黄昏燃烧 金字塔上的云角

人面狮身下的影子 在预兆

石阶上焚著油膏 在我国度里

堆积了 几个世纪的尘嚣

在羊皮卷角 古老的明了

谁都逃不掉 天平上的烦恼

妳微微的笑 赤足又扭腰

朝着命运凿出一道 美艳的符号

来找我 找不到我 你那迷路的眼眸

(那迷路的眼眸 找不到我)

跟着我 被我诱惑 众神都已著了魔

(众神都著了魔 被我诱惑)

说爱我 爱不爱我 你那王者的沉默

(那王者的沉默 爱不爱我)

看着我 被我诱惑 你的灵魂属于我

(你灵魂属于我 被我诱惑)

尼罗河悄悄 漫过纸莎草

蜿蜒像一袭不带感情的纱袍

而妳穿上后转身为我舞蹈

为寂寥的大地舞一场惊叹号

黄昏燃烧 金字塔上的云角

人面狮身下的影子 在预兆

石阶上焚著油膏 在我国度里

堆积了 几个世纪的尘嚣

在羊皮卷角 古老的明了

谁都逃不掉 天平上的烦恼

妳微微的笑 赤足又扭腰

朝着命运凿出一道 美艳的符号

来找我 找不到我 你那迷路的眼眸

(那迷路的眼眸 找不到我)

跟着我 被我诱惑 众神都已著了魔

(众神都著了魔 被我诱惑)

说爱我 爱不爱我 你那王者的沉默

(那王者的沉默 爱不爱我)

看着我 被我诱惑 你的灵魂属于我

(你灵魂属于我 被我诱惑)

找我 找不到我 你那迷路的眼眸

(那迷路的眼眸 找不到我)

跟着我 被我诱惑 众神都已著了魔

(众神都著了魔 被我诱惑)

说爱我 爱不爱我 你那王者的沉默

(那王者的沉默 爱不爱我)

看着我 被我诱惑 你的灵魂属于我

(你灵魂属于我 被我诱惑)",黄雨勋,2008-10-14,杰威尔音乐,757
花海,1,魔杰座,周杰伦,0/0,321785,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,264.646531,23818188,unknown,Jay Chou\魔杰座\1404.花海.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,10644924,0.025056,1/90000,357.0,古小力/黄凌嘉,周杰伦,"作词：古小力/黄凌嘉

作曲：周杰伦

静止了 所有的花开

遥远了 清晰了爱

天郁闷 爱却很喜欢

那时候 我不懂 这叫爱

妳喜欢 站在那窗台

妳好久 都没再来

彩色的时间染上空白

是妳流的泪晕开

不要妳离开 距离隔不开

思念变成海 在窗外进不来

原谅说太快 爱成了阻碍

手中的风筝放太快回不来

不要妳离开 回忆划不开

欠妳的宠爱 我在等待重来

天空仍灿烂 它爱着大海

情歌被打败 爱已不存在

你喜欢 站在那窗台

妳好久 都没再来

彩色的时间染上空白

是妳流的泪晕开

不要妳离开 距离隔不开

思念变成海 在窗外进不来

原谅说太快 爱成了阻碍

手中的风筝放太快回不来

不要妳离开 回忆划不开

欠妳的宠爱 我在等待重来

天空仍灿烂 它爱着大海

情歌被打败 爱已不存在",,2008-10-14,杰威尔音乐,357
魔术先生,1,魔杰座,周杰伦,0/0,322075,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,227.683265,20491494,unknown,Jay Chou\魔杰座\1405.魔术先生.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,9166397,0.025056,1/90000,357.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：钟兴民

监制：周杰伦

你举手 你抬头 你说选我选我

手上锁 又挣脱 你仍一脸迷惑

吹个风 手一松 那硬币 竟失踪

一鞠躬 那掌声 拍的凶

手交错 轻轻碰 戒指换手移动

给观众 一个梦 讶异中有笑容

手穿海报却不拿汉堡 反而拿出牛仔帽

你永远都 猜不著

每当我在台上演出人体飘浮

你就在台下偷偷吃我的泡芙

等待白鸽飞出 再将爱说清楚

啊～读你读你读 心想啥事

用古典迫牌方式

我手法精致 艾尔姆支 雷一百分的姿势

谁说恋爱别 找魔术师

我不需要解释 所以他小丑我是大师

你举手 你抬头 你说选我选我

我将牌 换颜色 变出你的选择

将自由 的女神 变不见 不稀奇

１０１ 变不见 才惊喜

手摊开 帽子里 总能空手出牌

不管切 多少牌 总能切得回来

手穿海报却不拿汉堡 反而拿出牛仔帽

你永远都 猜不著

不要问我到底什么才是真的

我变给你看的感情才是真的

因为无时无刻我只想你快乐

啊～读你读你读 心想啥事

用古典迫牌方式

我手法精致 艾尔姆支 雷一百分的姿势

谁说恋爱别 找魔术师

我不需要解释 所以他小丑我是大师

读你读你读 心想啥事

用古典迫牌方式

我手法精致 艾尔姆支 雷一百分的姿势

谁说恋爱别 找魔术师

我不需要解释 所以不用麻烦了 不用麻烦了 不用麻烦了

读你读你读 心想啥事

用古典迫牌方式

我手法精致 艾尔姆支 雷一百分的姿势

谁说恋爱别 找魔术师

我不需要解释 所以他小丑我是大师",钟兴民,2008-10-14,杰威尔音乐,659
说好的幸福呢,1,魔杰座,周杰伦,0/0,321840,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,256.783673,23110531,unknown,Jay Chou\魔杰座\1406.说好的幸福呢.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,10330418,0.025056,1/90000,357.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

监制：周杰伦

妳的回话凌乱著 在这个时刻

我想起喷泉旁的白鸽 甜蜜散落了

情绪莫名的拉扯 我还爱妳呢

而妳断断续续唱着歌 假装没事了

时间过了 走了 爱情面临选择 妳冷了 倦了 我哭了

离开时的不快乐 妳用卡片手写着 有些爱只给到这 真的痛了

怎么了 妳累了 说好的 幸福呢

我懂了 不说了 爱淡了 梦远了

开心与不开心一一细数着 妳再不舍

那些爱过的感觉都太深刻 我都还记得

妳不等了 说好的 幸福呢

我错了 泪干了 放手了 后悔了

只是回忆的音乐盒还旋转着 要怎么停呢

妳的回话凌乱著 在这个时刻

我想起喷泉旁的白鸽 甜蜜散落了

情绪莫名的拉扯 我还爱妳呢

而妳断断续续唱着歌 假装没事了

时间过了 走了 爱情面临选择 妳冷了 倦了 我哭了

离开时的不快乐 妳用卡片手写着 有些爱只给到这 真的痛了(吼~~~)

怎么了 妳累了 说好的 幸福呢

我懂了 不说了 爱淡了 梦远了

开心与不开心一一细数着 妳再不舍

那些爱过的感觉都太深刻 我都还记得

妳不等了 说好的 幸福呢

我错了 泪干了 放手了 后悔了

只是回忆的音乐盒还旋转着 要怎么停呢

怎么了 妳累了 说好的 幸福呢

我懂了 不说了 爱淡了 梦远了我都还记得

妳不等了 说好的 幸福呢

我错了 泪干了 放手了 后悔了

只是回忆的音乐盒还旋转着 要怎么停呢",,2008-10-14,杰威尔音乐,604
兰亭序,1,魔杰座,周杰伦,0/0,321860,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,254.014694,22861322,unknown,Jay Chou\魔杰座\1407.兰亭序.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,10219652,0.025056,1/90000,357.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

监制：周杰伦

兰亭临帖 行书如行云流水

月下门推 心细如妳脚步碎

忙不迭 千年碑易拓 却难拓你的美

真迹绝 真心能给谁

牧笛横吹 黄酒小菜又几碟

夕阳余晖 如妳的羞怯似醉

摹本易写 而墨香不退与妳共留余味

一行朱砂 到底圈了谁

无关风月 我题序等妳回

悬笔一绝 那岸边浪千叠

情字何解 怎落笔都不对

而我独缺 妳一生的了解

无关风月 我题序等妳回

悬笔一绝 那岸边浪千叠

情字何解 怎落笔都不对

而我独缺 妳一生的了解

无关风月 我题序等妳回

悬笔一绝 那岸边浪千叠

情字何解 怎落笔都不对

独缺 妳一生了解

弹指岁月 倾城顷刻间湮灭

青石板街 回眸一笑妳婉约

恨了没 妳摇头轻叹 谁让妳蹙著眉

而深闺 徒留胭脂味

人雁南飞 转身一瞥妳噙泪

掬一把月 手揽回忆怎么睡

又怎么会 心事密缝绣花鞋针针怨怼

若花怨蝶 你会怨著谁

无关风月 我题序等妳回

悬笔一绝 那岸边浪千叠

情字何解 怎落笔都不对

而我独缺 妳一生的了解

无关风月 我题序等妳回

手书无愧 无惧人间是非

雨打蕉叶 又潇潇了几夜

我等春雷 来提醒妳爱谁",,2008-10-14,杰威尔音乐,509
流浪诗人,1,魔杰座,周杰伦,0/0,322792,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,169.195102,15227559,unknown,Jay Chou\魔杰座\1408.流浪诗人.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,6826871,0.025056,1/90000,357.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

演唱：周杰伦 杨瑞代

海边篱笆 咿呀咿呀 风一直刮

我像枝桠 帮你过滤了风沙

墙上的时差 滴答滴答 还在牵挂

我们都偏爱她的长发 Gary~

你坐火车 忔恰忔恰 返来阮这

亲像燕仔 落雨躲屋簷怕寒

写一张批纸 汐沙汐沙 写谁ㄟ名

你讲伊ㄟ代志乎阮听

又想你一次 一次 是马按怎加妳熟识

我真的不该 不该 简单一句爱说不出来

经过山丘 嗨呦嗨呦 汗一直流

行李不多 但思念一定带走

咱行同条路 哒囉哒囉

马行去哪 随风漂浪去七逃

等发芽 树有树枝 等写字 阮有地址

等乎满 茶有茶米 等消息 咱拢咧想伊

春天 花有花蕊 等展翅 田有田婴

等结局 流浪诗人的回忆

又想你一次 一次 是马按怎加妳熟识

我真的不该 不该 简单一句爱说不出来

海边篱笆 咿呀咿呀 风一直刮

又想你一次 一次

我像枝桠 帮你过滤了风沙

是马案怎加妳熟识

墙上的时差 滴答滴答 还在牵挂 我爱她的长发

我真的不该 不该

你坐火车 忔恰忔恰 回来我这 亲像燕仔怕寒

简单一句爱说不出来

写一张批纸 汐沙汐沙 写谁ㄟ名 你讲乎阮听

远方回音 我们迎风边走边弹琴

咱ㄟ人生 因为伊开始认真

她的眼睛 像是一幅翠绿的风景

咱ㄟ感情 越唱放越深",,2008-10-14,杰威尔音乐,551
时光机,1,魔杰座,周杰伦,0/0,321514,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,312.032653,28082939,unknown,Jay Chou\魔杰座\1409.时光机.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,12540371,0.025056,1/90000,357.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

墙角迎风的雏菊

茉莉花开的香气

闭上眼回到过去

划分界线的桌椅

下课却靠在一起

我就是离不开妳

一路乘着溜滑梯

我们说好走到底

以为从此就分离

用黑板上的日期 倒数找妳

慢慢清晰 原来思念妳

是加了糖的消息

我用铅笔 画的很仔细

素描那年天气 蝉鸣的夏季

我想遇见妳

那童年的希望是一台时光机

我可以一路开心到底 都不换气

戴竹蜻蜓 穿过那森林

打开了任意门找到妳 一起旅行

那童年的希望是一台时光机

妳我翻滚过的榻榻米 味道熟悉

所有回忆 在小叮当口袋里

一起荡秋千的默契

在风中持续著甜蜜

有些话总来不及

一直都放在心底

想要将妳看仔细

但错身而过的妳

已经离去

OH 慢慢清晰

原来思念妳 是加了糖的消息

我用铅笔 画的很仔细

素描那年天气 蝉鸣的夏季

我想遇见妳

那童年的希望是一台时光机

我可以一路开心到底 都不换气

戴竹蜻蜓 穿过那森林

打开了任意门找到妳 一起旅行

那童年的希望是一台时光机

妳我翻滚过的榻榻米 味道熟悉

所有回忆 在小叮当口袋里

一起荡秋千的默契

在风中持续著甜蜜

那童年的希望是一台时光机

我可以一路开心到底 都不换气

戴竹蜻蜓 穿过那森林

打开了任意门找到妳 一起旅行

那童年的希望是一台时光机

妳我翻滚过的榻榻米 味道熟悉

所有回忆 在小叮当口袋里

一起荡秋千的默契

在风中持续著甜蜜

持续著甜蜜 持续著甜蜜 持续著甜蜜",,2008-10-14,杰威尔音乐,647
乔克叔叔,1,魔杰座,周杰伦,0/0,321841,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,256.653061,23098775,unknown,Jay Chou\魔杰座\1410.乔克叔叔.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,10325190,0.025056,1/90000,357.0,黄俊郎,周杰伦,"作词：黄俊郎

作曲：周杰伦

亲爱的 别吓到闭上了眼睛 小丑把戏 不是大家都可以

夸张眼影 蓝色忧伤的泪滴 丢丢刀 喷喷火 踩高跷吹笛

跌倒失手烧到眉毛我故意 哈哈你笑的开心我可是在玩命

扑克牌里 我的肖像才一两张 你看你看我的重要性

彩色的 大卷发 红鼻子 最滑稽 的步法 这样的快乐你学会了吗

用笨拙 又惊险 的杂耍 继续对 你装傻 所有的悲伤通通忘了吧

听我说 拿出你的钞票 笑平常买不到 先生小姐们赶快来 赶快来

再慢就看不到 座位没剩多少 还能跟乔克叔叔拍 一张照

我只是 卑微的小丑 翻几个跟斗 就等你拍一拍手

人群散了后 夜色多朦胧 月光也会跟着我

我不是 孤独的小丑 你笑了之后 不需要记得我

灯熄的时候 满天的星空 最明亮的是寂寞

下著雨 我躲在 面具里 偷偷地 在哭泣 因为看了不能说的祕密

魔术师 我恨你 抢走我 的生意 别忘记 蝙蝠侠靠我才票房冠军

听我说 拿出你的钞票 笑平常买不到 先生小姐们赶快来 赶快来

再慢就看不到 座位没剩多少 还能跟乔克叔叔拍 一张照

我只是 卑微的小丑 翻几个跟斗 就等你拍一拍手

人群散了后 夜色多朦胧 月光也会跟着我

我不是 孤独的小丑 你笑了之后 不需要记得我

灯熄的时候 满天的星空 最明亮的是寂寞

我只是 卑微的小丑 翻几个跟斗 就等你拍一拍手

人群散了后 夜色多朦胧 月光也会跟着我

我不是 孤独的小丑 你笑了之后 不需要记得我

灯熄的时候 满天的星空 最明亮的是寂寞",,2008-10-14,杰威尔音乐,642
稻香,1,魔杰座,周杰伦,0/0,322114,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,491.0,357.0,unknown,pc,bt470bg,unknown,357:491,223.503673,20115331,unknown,Jay Chou\魔杰座\1411.稻香.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,491.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,8999211,0.025056,1/90000,357.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

对这个世界如果你有太多的抱怨

跌倒了就不敢继续往前走

为什么人要这么的脆弱 堕落

请你打开电视看看

多少人为生命在努力勇敢的走下去

我们是不是该知足

珍惜一切 就算没有拥有

还记得你说家是唯一的城堡 随着稻香河流继续奔跑

微微笑 小时候的梦我知道

不要哭让萤火虫带着你逃跑 乡间的歌谣永远的依靠

回家吧 回到最初的美好

不要这么容易就想放弃 就像我说的

追不到的梦想 换个梦不就得了

为自己的人生鲜艳上色 先把爱涂上喜欢的颜色

笑一个吧 功成名就不是目的

让自己快乐快乐这才叫做意义

童年的纸飞机 现在终于飞回我手里

所谓的那快乐 赤脚在田里追蜻蜓追到累了

偷摘水果被蜜蜂给叮到怕了 谁在偷笑呢

我靠着稻草人吹着风唱着歌睡着了

哦 哦 午后吉他在虫鸣中更清脆

哦 哦 阳光洒在路上就不怕心碎

珍惜一切 就算没有拥有

还记得你说家是唯一的城堡 随着稻香河流继续奔跑

微微笑 小时候的梦我知道

不要哭让萤火虫带着你逃跑 乡间的歌谣永远的依靠

回家吧 回到最初的美好

还记得你说家是唯一的城堡 随着稻香河流继续奔跑

微微笑 小时候的梦我知道

不要哭让萤火虫带着你逃跑 乡间的歌谣永远的依靠

回家吧 回到最初的美好",,2008-10-14,杰威尔音乐,549
黄金甲 EP,0,黄金甲EP,周杰伦,0/0,320038,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,214.8081,3031371907,,Jay Chou\黄金甲EP\1101.黄金甲 EP.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,8593348,0.0,1/14112000,,,,,,2006-12-07,SONY MUSIC,0
菊花台 钢琴曲,0,黄金甲EP,周杰伦,0/0,320032,,stereo,2,,MP3 (MPEG audio layer 3),mp3,0x0000,[0][0][0][0],1/44100,audio,,,,,,,,250.96155,3541569394,,Jay Chou\黄金甲EP\1102.菊花台 钢琴曲.mp3,MP2/3 (MPEG audio layer 2/3),mp3,,,0,,1,,51,unknown,0/0,,,s16p,44100,10039486,0.0,1/14112000,,,,,,2006-12-07,SONY MUSIC,0
